  = 198;
   = 35;
    = 52;
     = 2;
vanishes = 7;
vanishing = 7;
vanities = 1;
vanity = 12;
vanquished = 13;
vanquishing = 1;
vantana = 1;
vantane = 1;
vantbrace = 1;
vanterne) = 1;
vanum = 1;
vanvre = 1;
vanvres = 1;
vapor = 6;
vapors = 3;
var = 3;
varennes = 1;
vargoulême = 1;
variablequantities = 1;
variance = 2;
variation = 3;
variatur = 1;
varied = 8;
variedpeals = 1;
varies = 1;
varieties = 4;
variety = 11;
various = 20;
variouscauses = 1;
variousrumors = 1;
variously = 1;
variouslymodified = 1;
varnish = 1;
varnished = 4;
varnishedhat = 1;
varus = 1;
vary = 3;
varying = 4;
vase = 4;
vases = 1;
vast = 62;
vastamount = 1;
vastand = 1;
vastarm = 1;
vastconflagration = 1;
vastshock = 1;
vasttubular = 1;
vastundulating = 1;
vastly = 1;
vastness = 1;
vat = 1;
vatican = 1;
vaubernier = 1;
vaublanc = 1;
vaubois = 2;
vaud = 1;
vaudeville = 5;
vaudevilles = 2;
vaugirard = 15;
vaugirardcemetery = 1;
vaulabelle = 1;
vault = 44;
vaultand = 1;
vaulted = 8;
vaultedabove = 1;
vaulting = 1;
vaults = 10;
vaultsvaries = 1;
vauvert = 1;
veal = 1;
veda = 1;
veered = 1;
vegetable = 1;
vegetables = 5;
vegetate = 1;
vegetated = 1;
vegetation = 10;
vegetations = 1;
vehemence = 1;
vehicle = 30;
vehicles = 17;
vehicleson = 1;
veil = 25;
veilof = 1;
veiled = 8;
veiledazure = 1;
veils = 6;
veilsthe = 1;
vein = 2;
veins = 10;
veinson = 1;
vejanus = 1;
vel = 1;
velvet = 22;
velvetpaws = 1;
velvetwaistcoat = 1;
velvetwas = 1;
venant = 1;
vence = 1;
vend = 1;
vendean = 2;
vendemiaire = 1;
vendettahas = 1;
vendome = 1;
vendu = 1;
vendée = 2;
vendôme = 1;
venerable = 18;
venerablecut = 1;
venerableenclosure = 1;
venerableencounters = 1;
venerablewhite = 1;
venerate = 2;
venerated = 5;
venerating = 1;
veneration = 11;
venery = 2;
venetian = 2;
venetianblinds = 1;
venetiis = 1;
venez = 1;
vengeance = 5;
venial = 2;
venice = 12;
venir = 1;
venom = 1;
venomous = 4;
venomousthan = 1;
venous = 1;
vent = 21;
ventto = 1;
ventilated = 1;
ventre = 1;
ventregoulette = 1;
ventriloquist = 4;
ventriloquist: = 1;
ventriloquists = 3;
vents = 1;
vents) = 1;
venture = 6;
ventured = 18;
venturing = 2;
venus = 9;
veracity = 1;
veranda = 1;
verbal = 1;
verbalaccount = 1;
verdant = 3;
verdets = 1;
verdict = 3;
verdigris = 3;
verdure = 2;
verga = 10;
verga = 1;
vergathis = 1;
verge = 14;
vergniaud = 1;
verified = 5;
verify = 1;
verifythe = 2;
verifying = 1;
veritable = 14;
veritableabsolute = 1;
veritablealluvial = 1;
veritableslang = 1;
vermin = 6;
vermingrow = 1;
vermis = 1;
vernon = 17;
verrerie = 5;
verres = 1;
verrue = 1;
versailles = 2;
verse = 13;
verse: = 1;
versed = 1;
verses = 21;
versions = 1;
versothe = 1;
versus = 1;
vert = 9;
vertebral = 1;
vertebralcolumn = 2;
vertical = 3;
vertigo = 3;
vertigoseemed = 1;
vertigowas = 1;
vertu = 2;
vertus = 1;
very = 768;
veryact = 1;
veryancient = 1;
veryauspicious = 1;
verybad = 2;
verybeing: = 1;
verybrief = 1;
verybrink = 1;
verybulky = 1;
verycapricious = 1;
veryceilings = 1;
verychildishness = 1;
verycold = 1;
verydandified = 1;
verydangerous = 2;
verydark = 2;
veryday = 1;
verydeep = 2;
verydestructive = 1;
verydevils = 1;
verydrinkers = 1;
veryearly = 1;
veryears = 1;
veryeyes = 1;
veryfirst = 2;
veryfriendly = 1;
verygates = 1;
verygenial = 1;
verygently = 1;
verygood = 2;
verygrateful = 1;
verygreat = 1;
veryheavy = 1;
veryhighest = 1;
veryleast = 1;
verylittle = 2;
verylong = 1;
verylow = 2;
verylugubrious = 1;
verymalicious = 1;
verymoment = 3;
verymonth = 1;
verynear = 2;
veryold = 2;
verypale = 1;
verypensive = 1;
verypitiable = 1;
veryplain = 1;
verypoor = 1;
verypowerful = 1;
veryprecious = 1;
verypromptly = 1;
veryqueer = 2;
veryquickly = 1;
veryrecent = 1;
veryrefuse = 1;
veryroof = 1;
veryshort = 1;
veryspot = 1;
verystrong = 1;
verysure = 1;
verythick = 1;
veryunhappy = 1;
veryuseful = 1;
veryviolence = 1;
verywell = 2;
verywhite = 4;
verywords = 1;
veryyoung = 1;
vespers = 3;
vessel = 14;
vesselsteam = 1;
vessels = 4;
vessels: = 1;
vest = 3;
vestal = 2;
vestals = 1;
vestibule = 3;
vestments = 1;
vests = 1;
vetches = 1;
veteran = 11;
veterans = 4;
veto = 1;
veut = 1;
veuvain = 1;
vexation = 1;
vexationhaving = 1;
vexations = 1;
vexed = 11;
vexedcosette = 1;
vi = 63;
vib**** = 1;
vibiscus = 1;
vibrating = 3;
vibration = 3;
vibrationin = 1;
vicar = 3;
vicarcame = 1;
vicarage = 1;
vicars = 1;
vicarships = 1;
vice = 9;
vicewhich = 1;
vice: = 1;
vices = 7;
vicesdisappear = 1;
vicesin = 1;
vicinity = 20;
vicinityof = 1;
vicious = 7;
viciousness = 2;
vicissitude = 1;
vicissitudes = 5;
vicomte = 5;
vicomtedambray = 1;
vicomtes = 1;
vicomtess = 1;
vicomtessede = 1;
victim = 14;
victims = 2;
victims = 1;
victimsat = 1;
victis = 1;
victoires = 2;
victor = 9;
victories = 6;
victorious = 7;
victory = 26;
victorywhich = 1;
victurnien = 5;
victurniens = 2;
vide = 1;
videant = 1;
vidette = 1;
videttes = 1;
vidocq = 1;
vidocqs = 1;
vie = 1;
vied = 2;
vieille = 2;
vieilles = 3;
vienna = 5;
vienne = 1;
vieux = 2;
view = 72;
viewof = 2;
viewed = 19;
viewedthe = 1;
viewing = 2;
views = 3;
vigil = 1;
vigilance = 3;
vigilant = 2;
viginti = 1;
vignes = 1;
vignessaint = 1;
vignettes = 1;
vigor = 3;
vigoragainst = 1;
vigorous = 7;
vigorousand = 1;
vigorousthat = 1;
vigorously = 4;
vii = 50;
viii = 44;
vil = 1;
vile = 8;
vileness = 1;
village = 41;
villageforgot = 1;
village: = 1;
villager = 2;
villagers = 1;
villages = 8;
villain = 10;
villainous = 2;
villainousaspects = 1;
villainouslyrainy = 1;
villains = 2;
villainy = 1;
villard = 1;
villas = 1;
ville = 1;
villemomble = 1;
villemombleshe = 1;
villers = 1;
villette = 1;
villiers = 2;
villon = 4;
villonsin = 1;
villèle = 3;
vin = 1;
vincennes = 5;
vincent = 4;
vindicate = 1;
vindicte = 1;
vindictiveness = 1;
vine = 6;
vinegar = 1;
vines = 2;
vineyard = 2;
vinous = 1;
vins = 1;
vintage = 2;
vintners = 1;
violate = 1;
violated = 6;
violates = 1;
violatesthe = 1;
violations = 2;
violator = 1;
violence = 28;
violencecommitted = 1;
violences = 3;
violencescontrary = 1;
violent = 42;
violentand = 1;
violentemotions = 1;
violentextremities = 1;
violentfollowed = 1;
violentone = 1;
violentshock = 1;
violentsituation = 1;
violentthe = 1;
violently = 12;
violentlyconcentrated = 1;
violentlythan = 1;
violently: = 1;
violet = 7;
violetshells = 1;
violets = 1;
violin = 1;
violins = 4;
viper = 3;
vipersthat = 1;
vir = 1;
virgil = 3;
virgiland = 1;
virgilhaunted = 1;
virgils = 1;
virgin = 30;
virginwife = 1;
virginal = 5;
virginity = 5;
virgins = 12;
virile = 2;
virtue = 58;
virtueamong = 1;
virtueof = 2;
virtues = 7;
virtueswhich = 2;
virtuoso: = 1;
virtuous = 6;
virtuousevolution = 1;
virtuously = 1;
vis = 4;
vis = 1;
vissuddenly = 1;
visage = 12;
visageand = 1;
visages = 5;
viscous = 2;
visible = 94;
visiblea = 1;
visibleabove = 1;
visiblefrom = 1;
visiblethrough = 2;
visible: = 1;
visibly = 4;
visigoths = 1;
vision = 29;
visionfor = 1;
visionary = 7;
visions = 7;
visit = 29;
visitended = 1;
visitandines = 1;
visitation = 1;
visited = 9;
visiting = 1;
visitor = 3;
visitors = 3;
visits = 12;
visor = 4;
visored = 1;
visual = 1;
visé = 1;
vitality = 3;
vitam = 1;
vitellius = 1;
vitre = 1;
vitreous = 1;
vittoria = 1;
vitælampada = 1;
vivacious = 4;
vivaciousmademoiselle = 1;
vivaciously = 2;
vivacity = 7;
vivait = 1;
vivant = 1;
vive = 4;
vivian = 1;
viviansand = 1;
vivid = 4;
vividly = 2;
vivified = 1;
vivifying = 1;
vivions = 1;
vivonne = 1;
vixi = 1;
vlajean = 1;
vobis = 1;
vocabulary = 3;
vocal = 12;
vocalmothers = 2;
vocales = 1;
vocation = 2;
vocationgerminate = 1;
vocations = 2;
voci = 1;
vociferate = 2;
vociferated = 2;
vogue = 3;
voice = 266;
voicehe = 1;
voiceof = 1;
voiceproceeding = 1;
voicereplied: = 1;
voiceroughened = 1;
voicesaying = 1;
voiceshouted: = 1;
voicewas = 1;
voicewhen = 1;
voice: = 43;
voice:all = 1;
voice:i = 1;
voice:too = 1;
voice:who = 1;
voiceless = 1;
voices = 33;
voices: = 2;
voici = 2;
void = 10;
voids = 1;
voileci = 1;
voilà = 2;
voir = 1;
voit = 2;
voitures = 1;
vol = 1;
volatile = 1;
volaverunt = 1;
volcano = 7;
volcanoes = 2;
volet = 1;
volley = 3;
volsci = 1;
voltaire = 30;
voltairemade = 1;
voltaires = 1;
voltairian = 2;
voltairianroyalism = 1;
voltairianism = 1;
voltairians = 1;
volume = 33;
volumeprecipitately = 1;
volumes = 5;
volumesauthor: = 1;
voluminous = 1;
voluntarily = 3;
voluntary = 4;
voluntarymatter = 1;
volunteer = 1;
voluptuary = 1;
voluptuous = 6;
voluptuousness = 13;
volvitur = 1;
vomit = 1;
vomited = 2;
vonblankenheim = 1;
vont = 12;
voracious = 1;
voraciousappetites = 1;
voracityof = 1;
vos = 2;
vote = 6;
voted = 7;
voter = 1;
voters = 1;
votes = 2;
voting = 1;
votre = 2;
vous = 9;
vows = 6;
voyage = 2;
voyageof = 1;
voyages = 1;
voyais = 1;
voyant = 1;
vrai = 2;
vs = 1;
vulcan = 1;
vulgar = 14;
vulgarnatures = 1;
vulgarly = 1;
vulnerable = 1;
vulnerablespot = 1;
vulture = 7;
vulturemingled = 1;
vultures = 2;
vâsaphantâ = 1;
væ = 1;
vécu = 1;
wachau = 1;
wad = 1;
wadded = 4;
wadding = 2;
wading = 1;
wafer = 2;
wafers = 3;
waftedto = 1;
wag = 2;
wage = 1;
wager = 2;
wages = 7;
wagon = 17;
wagoner = 1;
wagoners = 2;
wagons = 10;
wagonswere = 1;
wagram = 3;
wagramme = 1;
wags = 1;
wagtail = 1;
wagtails = 1;
waif = 1;
waifs = 1;
wail = 1;
wailing = 1;
wails = 1;
wainscot = 1;
wainscoted = 1;
wainscotedcabinet = 1;
wainscoting = 1;
waist = 16;
waistcoat = 27;
waistcoats = 2;
waisted = 1;
waists = 1;
wait = 46;
waited = 27;
waiteda = 1;
waiter = 6;
waiters = 1;
waiting = 51;
waiting = 2;
waitingduring = 1;
waitinga = 1;
waitingfor = 4;
waitingto = 1;
waits = 1;
wake = 7;
waked = 7;
waken = 1;
wakes = 3;
waking = 15;
walk = 66;
walkon = 1;
walkover = 1;
walked = 73;
walkedalong = 1;
walkedfast = 1;
walkedfor = 1;
walkedslowly = 2;
walkerthe = 1;
walking = 58;
walking = 1;
walkingearly = 1;
walkingbeneath = 1;
walkingin = 1;
walkingon = 1;
walkingthus = 1;
walkingvery = 1;
walks = 14;
walksabout = 1;
walksalone = 1;
walksencircling = 1;
wall = 260;
wallin = 1;
walllike = 1;
wallshining = 1;
wallwas = 2;
wallwhich = 2;
wall: = 1;
walled = 12;
walledand = 1;
wallow = 1;
wallows = 2;
walls = 84;
walls = 1;
wallschapter = 1;
wallsguarded = 1;
wallshad = 2;
wallssquarely = 1;
wallswere = 1;
walter = 1;
wan = 12;
wand = 2;
wander = 3;
wandered = 6;
wanderer = 1;
wandering = 7;
wanderingabout = 1;
wanders = 1;
wane = 1;
want = 121;
wantanything = 1;
wantto = 4;
wantwith = 1;
wantyou = 1;
wanted = 25;
wantedno = 1;
wanting = 5;
wantingin = 1;
wanton = 2;
wantonmysteries = 1;
wantonly = 1;
wantonlymaking = 1;
wants = 14;
wantsto = 1;
war = 114;
war = 2;
warone = 1;
warbetween = 2;
warin = 1;
waris = 1;
warmust = 1;
war:there = 1;
warble = 1;
warbled = 1;
warbler = 1;
warblerit = 1;
warblers = 1;
warbling = 1;
ward = 2;
warden = 11;
warden = 1;
wardenwhere = 1;
wardens = 1;
wardrobe = 1;
wards = 1;
ware = 3;
warehouses = 1;
wares = 1;
warlike = 2;
warm = 32;
warmand = 1;
warmthem = 1;
warmthere = 1;
warmyou = 1;
warmed = 11;
warmedthe = 1;
warming = 4;
warmly = 3;
warmth = 6;
warmthapproaching = 1;
warn = 11;
warncosette = 1;
warnyou = 2;
warned = 16;
warning = 13;
warning: = 1;
warnings = 1;
warns = 2;
warped = 1;
warrant = 2;
warrior = 3;
warriorsin = 1;
wars = 15;
warsaw = 3;
wart = 2;
wartinhabits = 1;
warton = 1;
warts = 3;
was = 7555;
wasa = 25;
wasabdication = 1;
wasable = 1;
wasabout = 8;
wasaccompanied = 1;
wasaccustomed = 2;
wasacquainted = 1;
wasaddressing = 1;
wasafraid = 1;
wasagain = 1;
wasalive = 1;
wasall = 1;
wasalmost = 5;
wasalone = 1;
wasalways = 2;
wasambushed = 1;
wasamusing = 1;
wasan = 7;
wasangry = 1;
wasanother = 1;
wasany = 2;
wasanything = 1;
wasappointed = 1;
wasapproaching = 4;
wasarchbishop = 1;
wasarmed = 1;
wasarrested = 1;
wasas = 1;
wasasleep = 1;
wasat = 3;
wasaudible = 3;
wasauguste = 1;
wasawakened = 1;
wasbadly = 1;
wasbecoming = 1;
wasbeing = 3;
wasbeneath = 1;
wasbesides = 1;
wasbishop = 1;
wasblocked = 2;
wasblowing = 1;
wasbristling = 1;
wasbroken = 2;
wasbuilt = 1;
wasburned = 2;
wasburning = 1;
wasbut = 1;
wascalled = 6;
wascareful = 1;
wascelebrated = 3;
wascertainly = 3;
waschanged = 1;
wascharming = 1;
wascheerful = 1;
wasclear = 1;
wasclearness = 1;
wasclose = 1;
wasclosed = 1;
wascold = 1;
wascombeferre = 1;
wascomforting = 1;
wascoming = 1;
wascommander = 1;
wascommitted = 1;
wascompelled = 1;
wasconcealed = 2;
wasconcerned = 2;
wasconfidence = 1;
wasconnected = 2;
wasconquered = 1;
wasconscious = 3;
wasconsiderable = 1;
wasconstructed = 1;
wascontemplation = 1;
wasconvalescing = 1;
wascosette = 1;
wascouncillor = 1;
wascovered = 1;
wascrabbed = 1;
wascrouching = 1;
wascrumbling = 1;
wascrécy = 1;
wascustomary = 1;
wasdazzled = 1;
wasdead = 1;
wasdecidedly = 1;
wasdeclining = 1;
wasdegrading = 1;
wasdeserted = 3;
wasdestined = 1;
wasdeveloped = 1;
wasdifficult = 1;
wasdim = 1;
wasdirected = 2;
wasdiscussed = 1;
wasdisembarking = 1;
wasdisembowelled = 1;
wasdisentangling = 1;
wasdoing = 1;
wasdragged = 1;
wasdragging = 1;
wasdressed = 1;
wasearning = 1;
wasearth = 1;
waseasy = 1;
waseighty = 1;
waselected = 1;
wasemitted = 1;
wasemployed = 2;
wasentangled = 1;
wasequally = 1;
waseven = 2;
waseverywhere = 1;
wasevidently = 1;
wasexercising = 1;
wasexpecting = 1;
wasexquisitely = 1;
wasextinguished = 2;
wasextremely = 1;
wasfabantou = 1;
wasfacing = 2;
wasfading = 1;
wasfalling = 1;
wasfather = 1;
wasfermentation = 1;
wasfifty = 1;
wasfixed = 1;
wasflung = 1;
wasfollowed = 1;
wasfollowing = 1;
wasfond = 1;
wasforcing = 1;
wasframed = 1;
wasfreedom = 1;
wasfrom = 1;
wasgaining = 1;
wasgenteel = 1;
wasgiving = 1;
wasgoing = 3;
wasgood = 1;
wasgreat = 1;
wasgreatly = 1;
wasgrowing = 1;
washalf = 1;
washammering = 1;
washandling = 1;
washappy = 1;
washardly = 1;
washe = 4;
washeard = 2;
washeated = 1;
washeld = 2;
washer = 2;
washidden = 1;
washimself = 1;
washis = 5;
washomelier = 1;
wasi = 1;
wasilluminated = 1;
wasimmense = 1;
wasimpossible = 2;
wasimpregnable = 1;
wasin = 6;
wasincomplete = 1;
wasindecently = 1;
wasindispensable = 1;
wasindistinctly = 1;
wasinordinately = 1;
wasinstalling = 1;
wasinsupportable = 1;
wasinterested = 1;
wasinterrupted = 1;
wasinvoluntarily = 1;
wasit = 3;
wasjavert = 2;
wasjust = 1;
wasjuvenal = 1;
waskept = 2;
waskilled = 1;
waskindly = 1;
waslacking = 1;
waslamenting = 1;
waslarge = 1;
waslarger = 1;
waslaughing = 1;
wasleading = 1;
wasleaving = 1;
wasless = 1;
waslight = 1;
waslighted = 2;
waslike = 4;
waslistening = 1;
waslivid = 1;
wasliving = 1;
waslong = 1;
waslooking = 1;
waslost = 3;
wasmadame = 1;
wasmade = 1;
wasmaking = 2;
wasmarius = 4;
wasmarried = 1;
wasmathieu = 1;
wasmelting = 1;
wasmenaced = 1;
wasmerely = 1;
wasmingled = 2;
wasmoonlight = 1;
wasmounted = 1;
wasnearly = 1;
wasnecessary = 5;
wasnever = 2;
wasnight = 1;
wasno = 7;
wasnone = 1;
wasnot = 18;
wasnothing = 1;
wasnoticed = 1;
wasnow = 2;
wasobeying = 1;
wasoccupied = 2;
wasof = 1;
wasofficial = 1;
wasofficially = 1;
wason = 1;
wasone = 4;
wasonly = 4;
wasout = 1;
wasoutside = 1;
wasover = 1;
wasoverwhelmed = 1;
waspacing = 1;
waspained = 1;
waspassing = 1;
wasperceptible = 1;
waspinioned = 1;
wasplaying = 1;
waspoignant = 1;
waspointing = 1;
waspossible = 1;
waspresent = 1;
waspressing = 1;
wasprioress = 1;
wasprobably = 1;
wasproceeding = 1;
wasprodigious = 1;
wasprofound = 1;
waspronounced = 1;
waspunished = 1;
waspursued = 1;
waspursuing = 1;
wasputting = 1;
wasquestioning = 1;
wasquivering = 1;
wasradiant = 1;
wasranged = 1;
wasrapid = 1;
wasraving = 1;
wasre = 1;
wasreading = 1;
wasreal = 2;
wasrealized = 1;
wasreally = 1;
wasrecalled = 1;
wasreceived = 1;
wasreflected = 1;
wasrelieved = 1;
wasreligious = 1;
wasrequired = 2;
wasrestif = 1;
wasresting = 1;
wasreturning = 2;
wasrich = 1;
wasright = 2;
wasrummaging = 1;
wassacred = 1;
wassafety = 1;
wassaved = 1;
wassaying = 3;
wasseen = 1;
wasseized = 2;
wasserious = 1;
wassetting = 1;
wasshattered = 1;
wasshe = 2;
wasshort = 1;
wassilent = 1;
wassitting = 1;
wassituated = 2;
wassixteen = 1;
wassleeping = 1;
wassmall = 1;
wasso = 4;
wassolemnly = 1;
wassome = 2;
wassomething = 7;
wassought = 1;
wassparkling = 1;
wasspeaking = 1;
wassplendid = 1;
wasspread = 1;
wasstanding = 1;
wasstepping = 1;
wasstill = 8;
wasstirring = 2;
wasstraight = 1;
wasstrewn = 1;
wasstrolling = 1;
wasstupendous = 1;
wassuch = 1;
wassufficient = 1;
wassummer = 1;
wassummoned = 1;
wassuperintending = 1;
wassuperstitious = 1;
wassupposed = 1;
wassuppressed = 1;
wassurrounded = 1;
wassurveying = 1;
wassuspended = 1;
wassuspicious = 1;
wasswelling = 1;
wassymbolical = 1;
wastaken = 1;
wastaking = 2;
wastalking = 1;
wasteasing = 1;
wasterrible = 1;
wasthat = 4;
wasthe = 25;
wastheir = 1;
wasthere = 2;
wasthin = 1;
wasthinking = 2;
wasthis = 2;
wasthoroughly = 1;
wasthree = 1;
wasthrown = 1;
wasthunderstruck = 1;
wasto = 4;
wastolerably = 1;
wastoo = 5;
wastorturing = 1;
wastotally = 1;
wastottering = 1;
wastouched = 1;
wastoussaint = 1;
wastreated = 1;
wastremendously = 1;
wastwenty = 1;
wasunchained = 1;
wasunder = 1;
wasuseless = 1;
wasvague = 1;
wasvanishing = 1;
wasvery = 2;
wasviolent = 1;
wasvisible = 5;
waswanting = 1;
waswatching = 2;
waswedded = 1;
waswhat = 1;
waswhite = 1;
waswithin = 1;
waswithout = 1;
wasworn = 1;
waswritten = 1;
wasyellow = 1;
waszétulbé = 1;
was: = 2;
wash = 9;
washed = 9;
washer = 1;
washerof = 1;
washerwomans = 1;
washerwomen = 1;
washerwomens = 1;
washes = 1;
washing = 8;
washington = 5;
wasnt = 2;
wasp = 1;
wasps = 2;
waste = 26;
wastetime = 1;
wasted = 8;
wastedif = 1;
wastes = 5;
wastesaway = 1;
wasting = 5;
wastingthe = 1;
watch = 64;
watchat = 1;
watchbehind = 1;
watchin = 1;
watchon = 1;
watchwhether = 1;
watchwho = 1;
watchdogwhen = 1;
watched = 29;
watchedwith = 1;
watcher = 3;
watchers = 1;
watches = 4;
watchfulness = 1;
watching = 26;
watchingover = 1;
watchmaker = 1;
watchmakers = 1;
watchman = 1;
watchmen = 1;
watchwords = 1;
water = 181;
water = 1;
waterfour = 1;
wateris = 1;
waterlike = 1;
wateronly = 1;
watersuddenly = 1;
water: = 1;
watered = 7;
watering = 6;
waterloo = 88;
waterloo = 1;
waterloochapter = 1;
waterloocoldly = 1;
waterloohave = 1;
waterloowas = 1;
waterloo) = 1;
waters = 10;
watersof = 1;
watershed = 1;
waterside = 1;
waterspout = 1;
wathiers = 1;
watteau = 3;
wattles = 1;
wave = 5;
waved = 2;
waver = 4;
wavered = 6;
wavering = 3;
waves = 15;
wavesit = 1;
waving = 4;
wavreand = 1;
wavrethe = 1;
wax = 13;
wax: = 1;
waxed = 6;
waxen = 2;
waxing = 1;
way = 388;
wayand = 1;
waybeing = 1;
wayindicated = 1;
wayof = 1;
wayout = 1;
waypeople = 1;
waythrough = 1;
wayto = 3;
waywas = 1;
way: = 3;
wayfarer = 8;
wayfarersit = 1;
ways = 21;
ways: = 1;
wayside = 1;
we = 1062;
weadmit = 1;
weare = 4;
wecannot = 2;
weconfine = 1;
wedemand = 1;
wedesignate = 1;
wedo = 1;
weencounter = 1;
wefeel = 1;
wefelt = 1;
wehad = 1;
wehave = 21;
wehesitated = 1;
wejostled = 1;
weknow = 2;
welay = 1;
weleft = 1;
weliving = 1;
welove = 1;
wemay = 1;
wemeet = 1;
wemust = 3;
wenever = 1;
weplace = 1;
wepossess = 1;
wepreserve = 1;
weprevent = 1;
weregret = 1;
werenounce = 1;
werepeat = 3;
wereproduce = 1;
weset = 1;
weshall = 13;
weshould = 5;
westand = 1;
wetremble = 1;
weunderstand = 1;
wewere = 2;
wewho = 1;
wewill = 1;
wewould = 1;
weak = 19;
weakened = 5;
weakenedpowers = 1;
weakening = 1;
weakerthan = 1;
weakness = 9;
weaknesses = 1;
wealth = 11;
wealthadmirably = 1;
wealthy = 16;
wealthyand = 1;
wealthyaunt = 1;
wealthypurveyor = 1;
wealthy) = 1;
weapon = 8;
weaponthan = 1;
weapons = 6;
wear = 23;
wearaway = 1;
wearthe = 1;
wearer = 1;
wearers = 1;
wearied = 2;
weariness = 4;
wearing = 22;
wearingthe = 2;
wearingthree = 1;
wears = 5;
weary = 20;
wearypatience = 1;
wearytwelve = 1;
weather = 20;
weatherprevented = 1;
weathervane = 1;
weave = 2;
weaver = 1;
weavers = 1;
weavingshop = 1;
web = 7;
weber = 1;
webs = 5;
wed = 4;
wedded = 7;
wedded1789 = 1;
wedding = 39;
weddinga = 1;
weddingnosegay = 1;
weddingthis = 1;
weddings = 1;
wednesday = 1;
weeding = 2;
weeds = 5;
weedson = 1;
week = 35;
weekafterwards = 1;
weekly = 2;
weeks = 22;
weekshad = 1;
weep = 22;
weepat = 1;
weepwith = 1;
weeping = 15;
weeping = 1;
weepingthe = 1;
weepingfor = 1;
weeps = 3;
weevils = 1;
weigh = 2;
weighed = 14;
